journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
LVC,21(1),2009,Cheshire & Fox,Was/were variation: A perspective from London,https://doi.org/10.1017/S0954394509000015,"was/were variation, negative contexts",London English,English,form,x,x,"age, location (inner vs. outer London), gender (females lead weren't-leveling), ethnicity (White Anglos lead leveling)",not analyzed,NA,not analyzed,NA,null,"female lead = ""an unusual gender pattern for a morphosyntactic form that one might expect to be subject to social stigmatization [...] weren’t may be relatively nonsalient perceptually"" based on other communities","informal, unstructured conversations; self-recordings",NA
LVC,21(3),2009,Alamillo,Cross-dialectal variation in propositional anaphora: Null objects and propositional lo in Mexican and Peninsular Spanish,https://doi.org/10.1017/S0954394509990111,realization of direct objects with propositional antecedents (null vs. lo),Mexican Spanish,Spanish,omission,x,x,"gender (women favor null), education (low favors null), age (young favors null); suggests change from below toward null variant",not analyzed,NA,not analyzed,NA,null,"""the null pronoun is not at all stigmatized in Mexican Spanish""","corpora of ""non-task-oriented spoken language""",NA
LVC,21(3),2009,Alamillo,Cross-dialectal variation in propositional anaphora: Null objects and propositional lo in Mexican and Peninsular Spanish,https://doi.org/10.1017/S0954394509990111,realization of direct objects with propositional antecedents (null vs. lo),Peninsular Spanish,Spanish,omission,null,null,"no effects of age, gender, or education",not analyzed,NA,not analyzed,NA,not mentioned,NA,"corpora of ""non-task-oriented spoken language""",NA
LVC,21(3),2009,Meyerhoff,"Replication, transfer, and calquing: Using variation as a tool in the study of language contact",https://doi.org/10.1017/S0954394509990196,"form of the subject: NP, free pronoun, or phonetically null ",Bislama (Melanesian creole),Bislama,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,conversational corpus,NA
LVC,21(3),2009,Meyerhoff,"Replication, transfer, and calquing: Using variation as a tool in the study of language contact",https://doi.org/10.1017/S0954394509990196,"form of the subject: NP, free pronoun, or phonetically null ",Tamambo,Tamambo,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of narratives,NA
LVC,21(3),2009,Meyerhoff,"Replication, transfer, and calquing: Using variation as a tool in the study of language contact",https://doi.org/10.1017/S0954394509990196,"form of the object: NP, free pronoun, or phonetically null ",Bislama (Melanesian creole),Bislama,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,conversational corpus,NA
LVC,21(3),2009,Meyerhoff,"Replication, transfer, and calquing: Using variation as a tool in the study of language contact",https://doi.org/10.1017/S0954394509990196,"form of the object: NP, free pronoun, or phonetically null ",Tamambo,Tamambo,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of narratives,NA
LVC,22(1),2010,"Tagliamonte, D'Arcy, & Jankowski",Social work and linguistic systems: Marking possession in Canadian English,https://doi.org/10.1017/S0954394510000050,stative possession (have vs. have got vs. got),Toronto English,English,form,x,x,"age (youngest use have; change in progress), sex (women use have, men use got), education (more educated speakers use have, less educated use have got and got), occupation (got used by lower classes)",not analyzed,NA,null,"""operates without conscious awareness on the part of individual speakers, at least in the Canadian community under investigation here""",x,"got is stigmatized and little-used; have got, ""while not carrying overt status, is not stigmatized either"" -- so there is a stigma/prestige dimension, but it's not the only one",sociolinguistic interviews,NA
LVC,22(1),2010,Lipski,Depleted plural marking in two Afro-Hispanic dialects: Separating inheritance from innovation,https://doi.org/10.1017/S0954394510000025,plural /-s/ marking on DPs,highland Afro-Ecuadoran Spanish,Spanish,omission,x,x,"village in interaction with age (speakers from Caldera, particularly old ones, show high /-s/ absence, suggesting ""strong self-identification"")",not analyzed,NA,not analyzed,NA,not mentioned,NA,free conversation,NA
LVC,22(1),2010,Lipski,Depleted plural marking in two Afro-Hispanic dialects: Separating inheritance from innovation,https://doi.org/10.1017/S0954394510000025,plural /-s/ marking on DPs,Afro-Bolivian Spanish,Spanish,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,22(1),2010,Aaron,Pushing the envelope: Looking beyond the variable context,https://doi.org/10.1017/S0954394509990226,future expression (synthetic vs. periphrastic),Spain Spanish,Spanish,"form, omission, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,diachronic written corpus; 20th-century conversational data,Also examines changing functions (via grammaticalization) of these forms
LVC,22(3),2010,Moore,Interaction between social category and social practice: explaining was/were variation,https://doi.org/10.1017/S095439451000013X,was/were variation,Bolton English,English,form,x,x,"class, CoP membership, self ID (e.g. ""trendy""), parent place of birth -- all interact in complex ways, suggesting that nonstandard 'were' ""constructs a more contemporary meaning indexical of the wild and rebellious social practices in which these individuals engage""",not analyzed,NA,not analyzed,NA,not mentioned,NA,recorded interactions,NA
LVC,22(3),2010,Shain & Tonhauser,The synchrony and diachrony of differential object marking in Paraguayan Guarani,https://doi.org/10.1017/S0954394510000153,differential object marking (variable overt marking of direct objects),Paraguayan Guarani,Guarani,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of contemporary and historical texts,NA
LVC,23(1),2011,"Nevalainen, Raumolin-Brunberg, & Mannila",The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,https://doi.org/10.1017/S0954394510000207,loss of the nasal in first- and second-person possessive determiners (mine -> my),15th - 17th c. English,English,form,x,x,Gender: change led by women. Class: change led by lower ranks (men's letters only examined).  Region: change has Northern origins,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Corpus of Early English Correspondence),NA
LVC,23(1),2011,"Nevalainen, Raumolin-Brunberg, & Mannila",The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,https://doi.org/10.1017/S0954394510000207,simplification of the personal pronoun paradigm by replacement of the second-person subject pronoun by the object form (ye -> you),15th - 17th c. English,English,form,x,x,Gender: change led by women. Class: change led by middle ranks (men's letters only examined). Region: change led from capital (City of London and Royal Court at Westminster),not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Corpus of Early English Correspondence),NA
LVC,23(1),2011,"Nevalainen, Raumolin-Brunberg, & Mannila",The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,https://doi.org/10.1017/S0954394510000207,simplification in the relative pronoun paradigm (the which -> which),15th - 17th c. English,English,omission,x,x,"Gender:change led by men. Region x class/profession: ""London merchant community markedly favored the which at a time when which was preferred elsewhere""",not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Corpus of Early English Correspondence),NA
LVC,23(1),2011,"Nevalainen, Raumolin-Brunberg, & Mannila",The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,https://doi.org/10.1017/S0954394510000207,change in the third-person singular present indicative suffix (-th -> -s),15th - 17th c. English,English,form,x,x,Gender: change led by women. Class: change led by lower ranks (men's letters only examined). Region: change has Northern origins. ,not analyzed,NA,not analyzed,NA,x,"Social aspirers/upwardly mobile avoided form and used less than lower ranks. When it became majority form (when a ""presumably positive social value"" was established), they used the form extensively, surprassing the upper ranks",corpus (Corpus of Early English Correspondence),NA
LVC,23(1),2011,"Nevalainen, Raumolin-Brunberg, & Mannila",The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,https://doi.org/10.1017/S0954394510000207,shift from negative concord to sentential negation with nonassertive indefinites (we cannot see nothing -> we cannot see anything),15th - 17th c. English,English,form,x,x,Gender: change led by men. Class: change led by professional writers among gentry and middle ranks (men's letters only examined). Region: change led from capital (City of London and Royal Court at Westminster),not analyzed,NA,not analyzed,NA,x,"""[U]se of negative concord largely disappeared from the literate social strata during the period under study. However, it was possible to establish a pattern of social stratification emerging as early as the 16th century with regard to this variable, as the incoming usage emanated from the upper ranks and professional circles"" (p.33)",corpus (Corpus of Early English Correspondence),NA
LVC,23(1),2011,"Nevalainen, Raumolin-Brunberg, & Mannila",The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,https://doi.org/10.1017/S0954394510000207,verbalization of the gerund: loss of the preposition of in the object of the gerund (writing of the letter -> writing the letter),15th - 17th c. English,English,omission,x,x,Gender: change led by women. Diffused more slowly than the NC variable.,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus (Corpus of Early English Correspondence),NA
LVC,23(2),2011,Huback,Irregular plurals in Brazilian Portuguese: An exemplar model approach,https://doi.org/10.1017/S0954394511000068,"irregular plurals: [ão] singulars ending in either [–ões], [–ãos] or [–ães]",Brazilian Portuguese,Portuguese,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,experiment,NA
LVC,23(2),2011,Copple,Tracking the constraints on a grammaticalizing perfect(ive),https://doi.org/10.1017/S0954394511000044,past temporal reference: present perfect (haber + participle) vs. preterit,"Peninsular Spanish (15th, 17th, 19th c.)",Spanish,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus,NA
LVC,23(3),2011,Wagner & Sankoff,Age grading in the Montreal French inflected future,https://doi.org/10.1017/S0954394511000111,periphrastic future vs. inflected future,Montreal French,French,"form, order",x,x,Cohort + Socioprofessional status: Speakers who were aged over 44 years in 1971 and of the highest socioprofessional status were most likely to use IF; use of IF is age-graded. Sex not significant.,not analyzed,NA,not analyzed,NA,not mentioned,NA,corpus of sociolinguistic interviews,NA
